name,salary_from,salary_to,salary_currency,area_name,published_at
Механик-энергетик по обслуживанию систем и ремонту оборудования,50000,52900,RUR,Хабаровск,2022-12-21T02:34:24+0300
Графический дизайнер,6000000,7000000,UZS,Ташкент,2022-12-21T08:09:11+0300
Механик по эксплуатации,50000,50000,RUR,Новосибирск,2022-12-21T08:58:56+0300
Frontend разработчик,80000,,RUR,Томск,2022-12-21T07:10:34+0300
Ведущий системный инженер,96000,160000,RUR,Нижний Новгород,2022-12-21T08:57:52+0300
Администратор Битрикс24 (удаленно),35000,35000,RUR,Москва,2022-12-21T09:59:42+0300
Системный администратор,60000,95000,RUR,Хабаровск,2022-12-21T09:47:40+0300
Системный администратор / IT специалист,,50000,RUR,Тюмень,2022-12-21T08:42:17+0300
Ученик оператора станка с ЧПУ,30000,40000,RUR,Екатеринбург,2022-12-21T08:27:24+0300
Оператор чпу,40000,,RUR,Барнаул,2022-12-21T07:15:09+0300
Back-end web developer,35000,60000,RUR,Петрозаводск,2022-12-21T09:38:06+0300
Помощник системного администратора,35000,40000,RUR,Энгельс,2022-12-21T07:03:05+0300
Оператор станков с ЧПУ,60000,,RUR,Набережные Челны,2022-12-21T09:33:15+0300
Программист АСУТП,90000,,RUR,Москва,2022-12-21T09:11:41+0300
"Оператор автоматических и полуавтоматических линий, станков и установок( деревообработка)",55000,,RUR,Дмитров,2022-12-21T08:35:20+0300
Механик ДСТ,130000,150000,RUR,Красноярск,2022-12-21T06:48:34+0300
Оператор станка с ЧПУ,55000,70000,RUR,Белгород,2022-12-21T07:59:03+0300
Инженер технической поддержки,,65000,RUR,Хабаровск,2022-12-21T02:08:54+0300
Программист 1С (международные бренды одежа и обувь),160000,180000,RUR,Москва,2022-12-21T00:00:51+0300
Руководитель центра информационных технологий,34000,35000,RUR,Кемерово,2022-12-21T09:46:00+0300
Мастер по ремонту торгового холодильного оборудования,70000,100000,RUR,Санкт-Петербург,2022-12-21T01:23:42+0300
Сервисный инженер (ремонт техники),40000,,RUR,Новосибирск,2022-12-21T07:28:38+0300
Флорист-дизайнер,,36000,RUR,Томск,2022-12-21T05:05:40+0300
Мастер цеха автосервиса / Мастер ремзоны,55000,60000,RUR,Уфа,2022-12-21T08:53:11+0300
Backend разработчик (Программист) Laravel strong junior or middle,350000,700000,KZT,Астана,2022-12-21T08:25:25+0300
Архитектор 1С в области «Производство»,300000,,RUR,Москва,2022-12-21T00:34:41+0300
Главный механик,70000,100000,RUR,Новокуйбышевск,2022-12-21T08:15:50+0300
Backend разработчик (Программист) Laravel strong junior or middle,350000,700000,KZT,Шымкент,2022-12-21T08:25:25+0300
Электромеханик,50000,60000,RUR,Казань,2022-12-21T09:05:20+0300
"Оператор Склада - Мой Склад,1с Управление Торговлей",50000,,RUR,Москва,2022-12-21T07:57:10+0300
Принт-менеджер (Июльских дней),42700,47900,RUR,Нижний Новгород,2022-12-21T09:53:46+0300
Механизатор,30000,35000,RUR,Екатеринбург,2022-12-21T05:10:00+0300
Системный аналитик,45000,,RUR,Санкт-Петербург,2022-12-21T09:32:31+0300
Докер-механизатор,62000,65000,RUR,Находка,2022-12-21T01:55:18+0300
Зуборезчик,42000,,RUR,Москва,2022-12-21T08:53:41+0300
Наладчик станков с ЧПУ,85000,120000,RUR,Набережные Челны,2022-12-21T09:02:21+0300
Консультант 1С:ЗУП,250000,,RUR,Москва,2022-12-21T00:41:35+0300
Системный администратор,35000,62000,RUR,Братск,2022-12-21T05:13:28+0300
Системный администратор,25000,,RUR,Шахты,2022-12-21T08:44:59+0300
Программист 1C,50000,,RUR,Энгельс,2022-12-21T07:03:00+0300
Печатник на производство фото и сувенирной продукции,30000,45000,RUR,Стерлитамак,2022-12-21T08:17:41+0300
Php full stack developer,100000,,RUR,Ярославль,2022-12-21T08:23:14+0300
Механик,41000,,RUR,Тула,2022-12-21T09:20:38+0300
Менеджер по управлению проектами,50000,100000,RUR,Ростов-на-Дону,2022-12-21T05:27:58+0300
Frontend - разработчик (Vue2),250000,300000,KZT,Астана,2022-12-21T08:31:18+0300
Наладчик ЧПУ (запуск новых станков),131000,133000,RUR,Калуга,2022-12-21T09:32:02+0300
Токарь-универсал,70000,,RUR,Кемерово,2022-12-21T05:18:47+0300
Инженер по тестированию техники,60000,70000,RUR,Владивосток,2022-12-21T02:09:59+0300
Дизайнер упаковки,57000,,RUR,Краснодар,2022-12-21T08:24:52+0300
Инженер-механик,100000,120000,RUR,Астрахань,2022-12-21T06:15:03+0300
Младший аналитик,60000,60000,RUR,Москва,2022-12-21T09:50:40+0300
Инженер-строитель (м.Мичуринский проспект),100000,,RUR,Москва,2022-12-21T09:59:45+0300
Техник (автоматика),70000,,RUR,Санкт-Петербург,2022-12-21T09:51:10+0300
Программист-стажер 1С,50000,,RUR,Санкт-Петербург,2022-12-21T09:26:41+0300
Программист 1С,180000,,RUR,Тула,2022-12-21T09:24:30+0300
Инженер программист станка с ЧПУ,50000,,RUR,Кострома,2022-12-21T09:27:54+0300
Программист-разработчик,20000,150000,RUR,Новосибирск,2022-12-21T04:58:26+0300
Оператор станков продольного точения с ЧПУ на предприятие (г. Белово),50000,70000,RUR,Кемерово,2022-12-21T06:29:50+0300
Специалист технической поддержки (B2B),60000,120000,RUR,Москва,2022-12-21T09:19:05+0300
Оператор станков продольного точения с ЧПУ на предприятие (г. Белово),50000,70000,RUR,Новокузнецк,2022-12-21T06:31:18+0300
Механик,,100000,RUR,Сургут,2022-12-21T07:25:06+0300
Руководитель отдела управления НСИ (MDM),200000,,RUR,Екатеринбург,2022-12-21T07:46:09+0300
"Механик по ремонту горного оборудования (буровые станки Atlas Copco, EpiRoc, Sandvik)",170000,170000,RUR,Кемерово,2022-12-21T08:26:08+0300
Специалист по информационной безопасности (ведущий специалист-эксперт),33000,47000,RUR,Иркутск,2022-12-21T06:03:35+0300
Специалист по ИТ,34600,46200,RUR,Тюмень,2022-12-21T09:49:06+0300
Системный администратор/IT специалист,50000,,RUR,Симферополь,2022-12-21T08:56:04+0300
Системный администратор,25000,,RUR,Зверево,2022-12-21T08:44:59+0300
Программист 1С,150000,200000,RUR,Екатеринбург,2022-12-21T09:41:49+0300
Системный администратор,200000,200000,KZT,Астана,2022-12-21T09:40:51+0300
Главный специалист по информационной безопасности,69000,,RUR,Владивосток,2022-12-21T07:34:53+0300
Инженер технической поддержки (сервисный инженер),220000,317000,KZT,Алматы,2022-12-21T06:41:57+0300
Дизайнер маркетингового отдела,,40000,RUR,Чита,2022-12-21T04:10:02+0300
Оператор,,140000,KZT,Караганда,2022-12-21T06:36:28+0300
Сетевой администратор,35000,35000,RUR,Томск,2022-12-21T07:26:10+0300
Product manager / Brand manager (одежда),110000,170000,RUR,Москва,2022-12-21T03:13:16+0300
Системный аналитик IT,80000,150000,RUR,Пермь,2022-12-21T08:44:07+0300
Зубной техник (цифровой дизайн),150000,,RUR,Москва,2022-12-21T07:55:10+0300
Оператор станков продольного точения с ЧПУ на предприятие (г. Белово),50000,70000,RUR,Ленинск-Кузнецкий,2022-12-21T06:32:10+0300
"Руководитель проекта (г. Ноябрьск, бурение)",,240000,RUR,Ноябрьск,2022-12-21T08:10:32+0300
Менеджер отдела технической поддержки,250000,350000,KZT,Алматы,2022-12-21T05:19:28+0300
Токарь 4-6 разрядов,38000,48000,RUR,Тюмень,2022-12-21T05:21:20+0300
Инженер по обеспечению функционирования сетей связи,35000,50000,RUR,Владивосток,2022-12-21T08:01:35+0300
Оператор станков с ЧПУ,50000,,RUR,Красноярск,2022-12-21T04:40:29+0300
Фрезеровщик,100000,,RUR,Санкт-Петербург,2022-12-21T07:53:11+0300
Инженер группы технической поддержки,45000,,RUR,Краснодар,2022-12-21T09:25:37+0300
Fullstack разработчик PHP/JS,150000,280000,RUR,Москва,2022-12-21T01:55:15+0300
Приемщик в компьютерный сервисный центр,40000,45000,RUR,Москва,2022-12-21T07:09:38+0300
Механик по ремонту буровых установок,170000,170000,RUR,Челябинск,2022-12-21T08:20:44+0300
Инженер-механик (ОСУ и АСУ ТП),240000,240000,RUR,Самара,2022-12-21T03:07:41+0300
